Store,Item,Item Code,Time,Value,RDPI,Year,Month,WeekOfMonth,WeekOfYear,IsUsNewYearsDay,IsUsLaborDay,IsBlackFriday,IsChristmasDay,FreqCos1,FreqSin1,FreqCos2,FreqSin2,FreqCos3,FreqSin3,FreqCos4,FreqSin4,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10
2,1,APKM2078/BLK,10/21/2017 9:00:04 AM,5.605802066,11340.8,2017,10,3,42,FALSE,FALSE,FALSE,FALSE,0.354604887,-0.935016243,-0.748510748,-0.663122658,0.464723172,0.464723172,0.992708874,0.992708874,5.676753802,5.537334267,5.298317367,5.429345629,5.288267031,5.66296048,5.605802066,5.568344504,5.513428746,5.863631176
2,1,APKM2078/BLK,10/28/2017 9:00:04 AM,5.749392986,11329.3,2017,10,4,43,FALSE,FALSE,FALSE,FALSE,0.464723172,-0.885456026,-0.568064747,-0.822983866,0.12053668,0.12053668,0.935016243,0.935016243,5.605802066,5.676753802,5.537334267,5.298317367,5.429345629,5.288267031,5.66296048,5.605802066,5.568344504,5.513428746
2,1,APKM2078/BLK,11/4/2017 9:00:04 AM,5.986452005,11329.3,2017,11,1,44,FALSE,FALSE,FALSE,FALSE,0.568064747,-0.822983866,-0.354604887,-0.935016243,-0.239315664,-0.239315664,0.663122658,0.663122658,5.749392986,5.605802066,5.676753802,5.537334267,5.298317367,5.429345629,5.288267031,5.66296048,5.605802066,5.568344504
2,1,APKM2078/BLK,11/11/2017 9:00:04 AM,5.762051383,11329.3,2017,11,2,45,FALSE,FALSE,FALSE,FALSE,0.663122658,-0.748510748,-0.12053668,-0.992708874,-0.568064747,-0.568064747,0.239315664,0.239315664,5.986452005,5.749392986,5.605802066,5.676753802,5.537334267,5.298317367,5.429345629,5.288267031,5.66296048,5.605802066
2,1,APKM2078/BLK,11/18/2017 9:00:04 AM,5.521460918,11329.3,2017,11,3,46,FALSE,FALSE,TRUE,FALSE,0.748510748,-0.663122658,0.12053668,-0.992708874,-0.822983866,-0.822983866,-0.239315664,-0.239315664,5.762051383,5.986452005,5.749392986,5.605802066,5.676753802,5.537334267,5.298317367,5.429345629,5.288267031,5.66296048
2,1,APKM2078/BLK,11/25/2017 9:00:04 AM,5.402677382,11416,2017,11,4,47,FALSE,FALSE,FALSE,FALSE,0.822983866,-0.568064747,0.354604887,-0.935016243,-0.970941817,-0.970941817,-0.663122658,-0.663122658,5.521460918,5.762051383,5.986452005,5.749392986,5.605802066,5.676753802,5.537334267,5.298317367,5.429345629,5.288267031
2,1,APKM2078/BLK,12/2/2017 9:00:04 AM,5.480638923,11416,2017,12,1,48,FALSE,FALSE,FALSE,FALSE,0.885456026,-0.464723172,0.568064747,-0.822983866,-0.992708874,-0.992708874,-0.935016243,-0.935016243,5.402677382,5.521460918,5.762051383,5.986452005,5.749392986,5.605802066,5.676753802,5.537334267,5.298317367,5.429345629
2,1,APKM2078/BLK,12/9/2017 9:00:04 AM,5.828945618,11416,2017,12,2,49,FALSE,FALSE,FALSE,FALSE,0.935016243,-0.354604887,0.748510748,-0.663122658,-0.885456026,-0.885456026,-0.992708874,-0.992708874,5.480638923,5.402677382,5.521460918,5.762051383,5.986452005,5.749392986,5.605802066,5.676753802,5.537334267,5.298317367
2,1,APKM2078/BLK,12/16/2017 9:00:04 AM,5.590986981,11416,2017,12,3,50,FALSE,FALSE,FALSE,FALSE,0.970941817,-0.239315664,0.885456026,-0.464723172,-0.663122658,-0.663122658,-0.822983866,-0.822983866,5.828945618,5.480638923,5.402677382,5.521460918,5.762051383,5.986452005,5.749392986,5.605802066,5.676753802,5.537334267
2,1,APKM2078/BLK,12/23/2017 9:00:04 AM,5.402677382,11416,2017,12,4,51,FALSE,FALSE,FALSE,TRUE,0.992708874,-0.12053668,0.970941817,-0.239315664,-0.354604887,-0.354604887,-0.464723172,-0.464723172,5.590986981,5.828945618,5.480638923,5.402677382,5.521460918,5.762051383,5.986452005,5.749392986,5.605802066,5.676753802
2,1,APKM2078/BLK,12/30/2017 9:00:04 AM,5.33753808,11500.3,2017,12,5,52,TRUE,FALSE,FALSE,FALSE,1,6.43E-16,1,1.29E-15,-7.35E-16,-7.35E-16,2.57E-15,2.57E-15,5.402677382,5.590986981,5.828945618,5.480638923,5.402677382,5.521460918,5.762051383,5.986452005,5.749392986,5.605802066
2,1,APKM2078/BLK,1/6/2018 9:00:04 AM,5.768320996,11500.3,2018,1,1,1,FALSE,FALSE,FALSE,FALSE,0.992708874,0.12053668,0.970941817,0.239315664,0.354604887,0.354604887,0.464723172,0.464723172,5.33753808,5.402677382,5.590986981,5.828945618,5.480638923,5.402677382,5.521460918,5.762051383,5.986452005,5.749392986
2,1,APKM2078/BLK,1/13/2018 9:00:04 AM,5.529429088,11500.3,2018,1,2,2,FALSE,FALSE,FALSE,FALSE,0.970941817,0.239315664,0.885456026,0.464723172,0.663122658,0.663122658,0.822983866,0.822983866,5.768320996,5.33753808,5.402677382,5.590986981,5.828945618,5.480638923,5.402677382,5.521460918,5.762051383,5.986452005
2,1,APKM2078/BLK,1/20/2018 9:00:04 AM,5.497168225,11500.3,2018,1,3,3,FALSE,FALSE,FALSE,FALSE,0.935016243,0.354604887,0.748510748,0.663122658,0.885456026,0.885456026,0.992708874,0.992708874,5.529429088,5.768320996,5.33753808,5.402677382,5.590986981,5.828945618,5.480638923,5.402677382,5.521460918,5.762051383
2,1,APKM2078/BLK,1/27/2018 9:00:04 AM,5.513428746,11562.5,2018,1,4,4,FALSE,FALSE,FALSE,FALSE,0.885456026,0.464723172,0.568064747,0.822983866,0.992708874,0.992708874,0.935016243,0.935016243,5.497168225,5.529429088,5.768320996,5.33753808,5.402677382,5.590986981,5.828945618,5.480638923,5.402677382,5.521460918
2,1,APKM2078/BLK,2/3/2018 9:00:04 AM,5.613128106,11562.5,2018,2,1,5,FALSE,FALSE,FALSE,FALSE,0.822983866,0.568064747,0.354604887,0.935016243,0.970941817,0.970941817,0.663122658,0.663122658,5.513428746,5.497168225,5.529429088,5.768320996,5.33753808,5.402677382,5.590986981,5.828945618,5.480638923,5.402677382
2,1,APKM2078/BLK,2/10/2018 9:00:04 AM,5.513428746,11562.5,2018,2,2,6,FALSE,FALSE,FALSE,FALSE,0.748510748,0.663122658,0.12053668,0.992708874,0.822983866,0.822983866,0.239315664,0.239315664,5.613128106,5.513428746,5.497168225,5.529429088,5.768320996,5.33753808,5.402677382,5.590986981,5.828945618,5.480638923
2,1,APKM2078/BLK,2/17/2018 9:00:04 AM,5.521460918,11562.5,2018,2,3,7,FALSE,FALSE,FALSE,FALSE,0.663122658,0.748510748,-0.12053668,0.992708874,0.568064747,0.568064747,-0.239315664,-0.239315664,5.513428746,5.613128106,5.513428746,5.497168225,5.529429088,5.768320996,5.33753808,5.402677382,5.590986981,5.828945618
2,1,APKM2078/BLK,2/24/2018 9:00:04 AM,5.327876169,11586.8,2018,2,4,8,FALSE,FALSE,FALSE,FALSE,0.568064747,0.822983866,-0.354604887,0.935016243,0.239315664,0.239315664,-0.663122658,-0.663122658,5.521460918,5.513428746,5.613128106,5.513428746,5.497168225,5.529429088,5.768320996,5.33753808,5.402677382,5.590986981
2,1,APKM2078/BLK,3/3/2018 9:00:04 AM,5.247024072,11586.8,2018,3,1,9,FALSE,FALSE,FALSE,FALSE,0.464723172,0.885456026,-0.568064747,0.822983866,-0.12053668,-0.12053668,-0.935016243,-0.935016243,5.327876169,5.521460918,5.513428746,5.613128106,5.513428746,5.497168225,5.529429088,5.768320996,5.33753808,5.402677382
2,1,APKM2078/BLK,3/10/2018 9:00:04 AM,5.811140993,11586.8,2018,3,2,10,FALSE,FALSE,FALSE,FALSE,0.354604887,0.935016243,-0.748510748,0.663122658,-0.464723172,-0.464723172,-0.992708874,-0.992708874,5.247024072,5.327876169,5.521460918,5.513428746,5.613128106,5.513428746,5.497168225,5.529429088,5.768320996,5.33753808
2,1,APKM2078/BLK,3/17/2018 9:00:04 AM,5.513428746,11586.8,2018,3,3,11,FALSE,FALSE,FALSE,FALSE,0.239315664,0.970941817,-0.885456026,0.464723172,-0.748510748,-0.748510748,-0.822983866,-0.822983866,5.811140993,5.247024072,5.327876169,5.521460918,5.513428746,5.613128106,5.513428746,5.497168225,5.529429088,5.768320996
2,1,APKM2078/BLK,3/24/2018 9:00:04 AM,5.648974238,11586.8,2018,3,4,12,FALSE,FALSE,FALSE,FALSE,0.12053668,0.992708874,-0.970941817,0.239315664,-0.935016243,-0.935016243,-0.464723172,-0.464723172,5.513428746,5.811140993,5.247024072,5.327876169,5.521460918,5.513428746,5.613128106,5.513428746,5.497168225,5.529429088
2,1,APKM2078/BLK,3/31/2018 9:00:04 AM,5.429345629,11609.4,2018,3,5,13,FALSE,FALSE,FALSE,FALSE,-1.61E-16,1,-1,-3.22E-16,-1,-1,6.43E-16,6.43E-16,5.648974238,5.513428746,5.811140993,5.247024072,5.327876169,5.521460918,5.513428746,5.613128106,5.513428746,5.497168225
2,1,APKM2078/BLK,4/7/2018 9:00:04 AM,5.552959585,11609.4,2018,4,1,14,FALSE,FALSE,FALSE,FALSE,-0.12053668,0.992708874,-0.970941817,-0.239315664,-0.935016243,-0.935016243,0.464723172,0.464723172,5.429345629,5.648974238,5.513428746,5.811140993,5.247024072,5.327876169,5.521460918,5.513428746,5.613128106,5.513428746
2,1,APKM2078/BLK,4/14/2018 9:00:04 AM,5.620400866,11609.4,2018,4,2,15,FALSE,FALSE,FALSE,FALSE,-0.239315664,0.970941817,-0.885456026,-0.464723172,-0.748510748,-0.748510748,0.822983866,0.822983866,5.552959585,5.429345629,5.648974238,5.513428746,5.811140993,5.247024072,5.327876169,5.521460918,5.513428746,5.613128106
2,1,APKM2078/BLK,4/21/2018 9:00:04 AM,5.598421959,11609.4,2018,4,3,16,FALSE,FALSE,FALSE,FALSE,-0.354604887,0.935016243,-0.748510748,-0.663122658,-0.464723172,-0.464723172,0.992708874,0.992708874,5.620400866,5.552959585,5.429345629,5.648974238,5.513428746,5.811140993,5.247024072,5.327876169,5.521460918,5.513428746
2,1,APKM2078/BLK,4/28/2018 9:00:04 AM,5.402677382,11611.6,2018,4,4,17,FALSE,FALSE,FALSE,FALSE,-0.464723172,0.885456026,-0.568064747,-0.822983866,-0.12053668,-0.12053668,0.935016243,0.935016243,5.598421959,5.620400866,5.552959585,5.429345629,5.648974238,5.513428746,5.811140993,5.247024072,5.327876169,5.521460918
2,1,APKM2078/BLK,5/5/2018 9:00:04 AM,5.805134969,11611.6,2018,5,1,18,FALSE,FALSE,FALSE,FALSE,-0.568064747,0.822983866,-0.354604887,-0.935016243,0.239315664,0.239315664,0.663122658,0.663122658,5.402677382,5.598421959,5.620400866,5.552959585,5.429345629,5.648974238,5.513428746,5.811140993,5.247024072,5.327876169
2,1,APKM2078/BLK,5/12/2018 9:00:04 AM,5.736572297,11611.6,2018,5,2,19,FALSE,FALSE,FALSE,FALSE,-0.663122658,0.748510748,-0.12053668,-0.992708874,0.568064747,0.568064747,0.239315664,0.239315664,5.805134969,5.402677382,5.598421959,5.620400866,5.552959585,5.429345629,5.648974238,5.513428746,5.811140993,5.247024072
2,1,APKM2078/BLK,5/19/2018 9:00:04 AM,5.749392986,11611.6,2018,5,3,20,FALSE,FALSE,FALSE,FALSE,-0.748510748,0.663122658,0.12053668,-0.992708874,0.822983866,0.822983866,-0.239315664,-0.239315664,5.736572297,5.805134969,5.402677382,5.598421959,5.620400866,5.552959585,5.429345629,5.648974238,5.513428746,5.811140993
